100,99,100,42,96,90,58,83,90,100,71,96,100,100,90,58,100,83,99,99,71,71,100,83,99,90,99,13,83,99,99,100,100,96,26,99,83,100,100,100,83,99,100,99,99,100,100,100,96,99,100,96,83,100,100,99,100,100,83,99,58,99,83,83,83,99,100,99,100,99,100,96,99,100,90,100,99,83,99,99,71,99,83,100,100,100,83,100,83,71,42,100,100,26,99,100,99,99,99,99, 
100,97,100,95,100,69,100,100,100,100,97,100,100,97,100,100,100,97,99,100,100,100,100,100,85,97,100,100,99,100,100,97,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,99,100,100,99,100,100,56,100,100,100,95,56,100,100,97,97,100,99,100,100,99,100,100,100,100,100,100,95,99,56,100,95,100,91,100,100,99,95,100,100,100,99,100,85,97,100,100,100,97,100,95,99,99, 
100,100,100,100,100,99,98,100,100,100,100,100,100,100,100,100,98,98,87,100,100,100,100,100,87,95,98,98,99,100,100,100,99,100,24,98,100,100,100,100,98,87,100,98,98,100,98,100,100,100,100,100,100,98,92,100,95,100,100,100,100,100,100,98,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,100,100,98,100,100, 
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,100,95,100,100,91,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,99,100,100,100,100,97,100,33,100,100,100,100,100,100,100,100,100,97,68,100,100,100,99,100,97,100,100,99,100,100,100,100,100,82,100,100,91,100,98,100,100,97,100,100,100,100,98,100,100, 
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,100,100,100,98,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,98,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88, 
100,100,100,100,100,98,100,100,100,100,100,97,100,100,100,100,99,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100, 
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,98,100,100,98,100,98,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100, 
100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100, 
100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100, 
100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100, 
